Expiration,T_days,T_years,D_0T,B_0T,r_bar,q_bar,Forward,K_star,C_mid,P_mid,ImpliedVol
2022-09-16,191,0.5232876712328767,0.9921827382773678,0.9950285289747388,0.009524149281837358,0.014997442363897781,4265.645224057432,4250.0,315.9,300.79999999999995,0.25230503976394975
2022-09-30,205,0.5616438356164384,0.9904906168475844,0.9929999999999871,0.012507241229252506,0.017012358063593736,4267.069486404834,4250.0,327.54999999999995,310.6,0.252693676842441
2022-10-21,226,0.6191780821917808,0.9914947096107243,0.9935218446601961,0.01049654346536308,0.013795169798933334,4269.1516156851085,4600.0,154.45,483.35,0.20973070518478526
2022-11-18,254,0.6958904109589041,0.04681249034343134,-0.042677380464010733,,4.399550813996435,11733.379453000085,3900.0,593.4,226.7,
2022-12-16,282,0.7726027397260274,0.9892052019168115,0.9908459059604465,0.011902947984181596,0.014047949974475293,4270.796421239706,4250.0,375.4,354.35,0.2470626995711392
2022-12-30,296,0.810958904109589,0.9877527791821704,0.9885561357702327,0.014192888300071703,0.015195389042247612,4274.4035529307985,4300.0,354.4,380.20000000000005,0.24145399688124353
2023-01-20,317,0.8684931506849315,0.9890306819511477,0.989062629482071,0.012662878558034054,0.012700070951069257,4277.741820981289,4250.0,393.45000000000005,369.20000000000005,0.24260509510954562
2023-02-17,345,0.9452054794520548,0.985955660280335,0.9850000000000093,0.0159897907265627,0.014963830603871365,4282.030456852792,4350.0,353.15,420.1,0.23442614228414865
2023-03-17,373,1.021917808219178,0.9873096796236386,0.9859536741214056,0.013842511618041998,0.012497610056215228,4283.763469954166,4300.0,395.7,414.15,0.2370968078458546
2023-06-16,464,1.2712328767123289,0.9820355996726958,0.9778984962406041,0.017580886883934266,0.014259951425365559,4295.978025611159,4300.0,440.9,444.70000000000005,0.23493986749169785
2023-12-15,646,1.7698630136986302,0.9796224097903229,0.9695845382620427,0.017451977959359266,0.011632582598833369,4322.167845111856,4300.0,517.5999999999999,496.2,0.22932458249594012
